Date	Transaction	Amount	Name	Memo
8/19/2021	OTHER	77.63	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
8/19/2021	OTHER	100	INTERAC e-Transfer To: Lydia Bou	Transferred
8/19/2021	OTHER	2.2	Withdrawal to Tangerine Savings 	Transferred
8/19/2021	OTHER	9.24	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
8/20/2021	OTHER	1.13	Withdrawal to Tangerine Savings 	Transferred
8/21/2021	OTHER	33.34	Interac - Purchase - LA MAISON S	LA MAISON SIMON ANJOU  QC  CA
8/21/2021	OTHER	5.92	Interac - Purchase - STARBUCKS #	STARBUCKS #1819 SAINT- LEO  QC  CA
8/21/2021	OTHER	92.32	Interac - Purchase - VIANDE S.G 	VIANDE S.G MONTREAL  QC  CA
8/21/2021	OTHER	14.94	Interac - Purchase - CANADIAN TI	CANADIAN TIRE S ST-LEONARD  QC  CA
8/21/2021	OTHER	12.64	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
8/22/2021	OTHER	1.84	Withdrawal to Tangerine Savings 	Transferred
8/22/2021	OTHER	35.48	Interac - Purchase - MCDONALD'S 	MCDONALD'S #270 ST.LEONARD  QC  CA
8/23/2021	OTHER	0.52	Withdrawal to Tangerine Savings 	Transferred
8/24/2021	OTHER	16.32	Interac - Purchase - MCDONALD'S 	MCDONALD'S #404 MONTREAL  QC  CA
8/24/2021	OTHER	7.81	Interac - Purchase - CANADIAN TI	CANADIAN TIRE # MONTREAL  QC  CA
8/24/2021	OTHER	2.98	Interac - Purchase - JEAN COUTU 	JEAN COUTU #148 MONTREAL  QC  CA
8/24/2021	OTHER	26.09	Interac - Purchase - JEAN COUTU 	JEAN COUTU #092 MONTREAL  QC  CA
8/25/2021	OTHER	79.65	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
8/25/2021	OTHER	2.78	Withdrawal to Tangerine Savings 	Transferred
8/25/2021	OTHER	"1,702.43"	EFT Deposit from PAIE/PAYROLL	From PAIE/PAYROLL
8/26/2021	OTHER	85.12	Withdrawal to Tangerine Savings 	Transferred
8/26/2021	OTHER	0.35	Withdrawal to Tangerine Savings 	Transferred
8/26/2021	OTHER	18.99	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
8/26/2021	OTHER	19.18	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
8/26/2021	OTHER	16.89	Interac - Purchase - COUCHETARD 	COUCHETARD #321 MONTREAL  QC  CA
8/26/2021	ATM	304	Withdrawal - ABM - BANQUE NATION	BANQUE NATIONALE MONTREAL  QC  CA
8/26/2021	FEE	1.5	Interac Network Usage Charge	ABM Fee
8/27/2021	OTHER	0.94	Withdrawal to Tangerine Savings 	Transferred
8/27/2021	OTHER	12.11	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
8/27/2021	OTHER	280	INTERAC e-Transfer From: LYDIA B	Transferred
8/28/2021	OTHER	1.48	Withdrawal to Tangerine Savings 	Transferred
8/28/2021	OTHER	46.57	Interac - Purchase - IGA TELLIER	IGA TELLIER 677 MONTREAL  QC  CA
8/29/2021	OTHER	0.43	Withdrawal to Tangerine Savings 	Transferred
8/29/2021	OTHER	40	INTERAC e-Transfer From: COLETTE	Transferred
8/30/2021	OTHER	12.57	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
8/30/2021	OTHER	44.84	Interac - Purchase - ALIMENTATIO	ALIMENTATION P. SAINT-LEON  QC  CA
8/31/2021	OTHER	0.03	Interest Paid	
9/1/2021	OTHER	27.77	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
9/1/2021	OTHER	600	INTERAC e-Transfer To: Marie Cla	Transferred
9/2/2021	OTHER	18.99	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
9/3/2021	OTHER	17.24	Interac - Purchase - BUREAU EN G	BUREAU EN GROS SAINT-LEON  QC  CA
9/3/2021	OTHER	5.74	Interac - Purchase - D. VERMETTE	D. VERMETTE F. MONTREAL  QC  CA
9/3/2021	OTHER	19.84	Interac - Purchase - DEPANNEUR L	DEPANNEUR LE PI Montreal  QC  CA
9/4/2021	ATM	104	Withdrawal - ABM - BANQUE NATION	BANQUE NATIONALE MONTREAL  QC  CA
9/4/2021	FEE	1.5	Interac Network Usage Charge	ABM Fee
9/4/2021	OTHER	64.8	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
9/4/2021	OTHER	3.14	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
9/4/2021	OTHER	2.48	Withdrawal to Tangerine Savings 	Transferred
9/5/2021	OTHER	1.81	Withdrawal to Tangerine Savings 	Transferred
9/5/2021	OTHER	3.66	Interac - Purchase - JEAN COUTU 	JEAN COUTU #092 MONTREAL  QC  CA
9/5/2021	OTHER	30.46	Interac - Purchase - JEAN COUTU 	JEAN COUTU #092 MONTREAL  QC  CA
9/5/2021	OTHER	42.12	Interac - Purchase - WALMART STO	WALMART STORE # ST-LEONARD  QC  CA
9/6/2021	OTHER	1.76	Withdrawal to Tangerine Savings 	Transferred
9/6/2021	OTHER	14.25	Interac - Purchase - HARVEY'S #0	HARVEY'S #00024 ST.LEONARD  QC  CA
9/6/2021	OTHER	1.75	Interac - Purchase - DˆPANNEUR 7	DˆPANNEUR 7 JOU MONTREAL  QC  CA
9/7/2021	OTHER	1	Withdrawal to Tangerine Savings 	Transferred
9/7/2021	OTHER	13.75	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
9/7/2021	OTHER	10.79	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
9/8/2021	OTHER	0.46	Withdrawal to Tangerine Savings 	Transferred
9/8/2021	OTHER	17.25	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
9/8/2021	OTHER	"1,702.43"	EFT Deposit from PAIE/PAYROLL	From PAIE/PAYROLL
9/9/2021	OTHER	85.12	Withdrawal to Tangerine Savings 	Transferred
9/9/2021	OTHER	3.23	Withdrawal to Tangerine Savings 	Transferred
9/9/2021	OTHER	17.07	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
9/9/2021	OTHER	21.28	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
9/10/2021	OTHER	1.65	Withdrawal to Tangerine Savings 	Transferred
9/10/2021	OTHER	143.69	Interac - Purchase - CANADIAN TI	CANADIAN TIRE #343 MONTREAL  QC  CA
9/10/2021	OTHER	5.69	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
9/10/2021	OTHER	15.24	Interac - Purchase - SQ *BRASSER	SQ *BRASSERIE H Montreal  QC  CA
9/11/2021	OTHER	1.38	Withdrawal to Tangerine Savings 	Transferred
9/11/2021	OTHER	20.59	Interac - Purchase - RESTAURANT 	RESTAURANT CHEZ MONTREAL  QC  CA
9/12/2021	OTHER	0.41	Withdrawal to Tangerine Savings 	Transferred
9/13/2021	OTHER	5.69	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
9/13/2021	OTHER	15.21	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
9/13/2021	OTHER	11.37	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
9/13/2021	OTHER	20.7	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
9/14/2021	OTHER	2.03	Withdrawal to Tangerine Savings 	Transferred
9/14/2021	OTHER	18.52	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
9/15/2021	OTHER	0.48	Withdrawal to Tangerine Savings 	Transferred
9/15/2021	OTHER	54.77	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
9/16/2021	OTHER	0.26	Withdrawal to Tangerine Savings 	Transferred
9/16/2021	OTHER	15.87	Interac - Purchase - DEPANNEUR L	DEPANNEUR LE PI Montreal  QC  CA
9/16/2021	OTHER	18.99	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
9/17/2021	OTHER	0.14	Withdrawal to Tangerine Savings 	Transferred
9/17/2021	OTHER	4.12	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
9/18/2021	OTHER	0.88	Withdrawal to Tangerine Savings 	Transferred
9/18/2021	OTHER	50	INTERAC e-Transfer To: Jean Mich	Transferred
9/20/2021	OTHER	198.09	EFT Withdrawal to CIE BELAIR	To CIE BELAIR
9/20/2021	OTHER	8.6	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
9/20/2021	OTHER	12.57	Interac - Purchase - CORNET GLAC	CORNET GLACE MONTREAL  QC  CA
9/21/2021	OTHER	1.74	Withdrawal to Tangerine Savings 	Transferred
9/21/2021	OTHER	7.8	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
9/22/2021	OTHER	0.2	Withdrawal to Tangerine Savings 	Transferred
9/22/2021	OTHER	967.4	EFT Deposit from PAIE/PAYROLL	From PAIE/PAYROLL
9/23/2021	OTHER	48.37	Withdrawal to Tangerine Savings 	Transferred
9/23/2021	OTHER	11.37	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
9/23/2021	OTHER	23.31	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
9/24/2021	OTHER	1.32	Withdrawal to Tangerine Savings 	Transferred
9/24/2021	OTHER	5.69	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
9/24/2021	OTHER	11.78	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
9/25/2021	OTHER	0.53	Withdrawal to Tangerine Savings 	Transferred
9/25/2021	OTHER	42.27	Interac - Purchase - PHARMAPRIX 	PHARMAPRIX #195 SAINT-LEON  QC  CA
9/25/2021	OTHER	19.98	Interac - Purchase - HARVEY'S #0	HARVEY'S #00024 ST.LEONARD  QC  CA
9/25/2021	OTHER	18.59	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
9/26/2021	OTHER	1.16	Withdrawal to Tangerine Savings 	Transferred
9/26/2021	OTHER	63.36	Interac - Purchase - WALMART STO	WALMART STORE # ST-LEONARD  QC  CA
9/26/2021	OTHER	31.57	Interac - Purchase - MCDONALD'S 	MCDONALD'S #270 ST.LEONARD  QC  CA
9/26/2021	OTHER	32.23	Interac - Purchase - ALIMENTATIO	ALIMENTATION P. SAINT-LEON  QC  CA
9/27/2021	OTHER	1.84	Withdrawal to Tangerine Savings 	Transferred
9/27/2021	OTHER	20	Cancelled INTERAC e-Transfer To:	IEMT Cancelled O/S more than 90 days
9/27/2021	OTHER	9.26	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
9/28/2021	OTHER	0.74	Withdrawal to Tangerine Savings 	Transferred
9/28/2021	OTHER	12.57	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
9/29/2021	OTHER	0.43	Withdrawal to Tangerine Savings 	Transferred
9/29/2021	OTHER	11.51	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
9/29/2021	OTHER	12.04	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
9/29/2021	OTHER	17.27	Interac - Purchase - COUCHE-TARD	COUCHE-TARD # 1 MONTREAL  QC  CA
9/30/2021	OTHER	2.18	Withdrawal to Tangerine Savings 	Transferred
9/30/2021	OTHER	9.26	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
9/30/2021	OTHER	0.04	Interest Paid	
10/1/2021	OTHER	0.74	Withdrawal to Tangerine Savings 	Transferred
10/1/2021	OTHER	18.21	Interac - Purchase - COUCHETARD 	COUCHETARD #365 MONTREAL  QC  CA
10/1/2021	OTHER	600	INTERAC e-Transfer To: Marie Cla	Transferred
10/1/2021	OTHER	33.92	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
10/1/2021	OTHER	73.6	Interac - Purchase - ALIMENTATIO	ALIMENTATION P. SAINT-LEON  QC  CA
10/2/2021	OTHER	1.27	Withdrawal to Tangerine Savings 	Transferred
10/2/2021	DEBIT	275.43	Bill Payment - SAAQ-IMMATRICULAT	BILLPO
10/3/2021	OTHER	75.73	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
10/3/2021	OTHER	5.97	Interac - Purchase - A W 5590 MO	A W 5590 MONTREAL  QC  CA
10/3/2021	OTHER	0.57	Withdrawal to Tangerine Savings 	Transferred
10/4/2021	OTHER	0.3	Withdrawal to Tangerine Savings 	Transferred
10/4/2021	OTHER	11.51	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
10/4/2021	OTHER	9.26	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
10/4/2021	OTHER	21.91	Interac - Purchase - Subway 2324	Subway 23241 St-Leonard  QC  CA
10/5/2021	OTHER	1.32	Withdrawal to Tangerine Savings 	Transferred
10/5/2021	OTHER	12.04	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
10/6/2021	OTHER	2.43	Withdrawal to Tangerine Savings 	Transferred
10/6/2021	OTHER	22.91	Interac - Purchase - ADDISON ELE	ADDISON ELECTRO MONTREAL  QC  CA
10/6/2021	OTHER	23.81	Interac - Purchase - BRASSERIE H	BRASSERIE HARRI MONTREAL  QC  CA
10/6/2021	OTHER	11.51	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
10/7/2021	OTHER	1.7	Withdrawal to Tangerine Savings 	Transferred
10/7/2021	OTHER	15.6	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
10/7/2021	OTHER	11.51	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
10/7/2021	OTHER	26.57	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
10/7/2021	OTHER	100	INTERAC e-Transfer To: Lili Bouc	Transferred
10/8/2021	OTHER	99.48	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
10/8/2021	OTHER	8.34	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
10/8/2021	OTHER	1.94	Withdrawal to Tangerine Savings 	Transferred
10/8/2021	OTHER	22.98	Interac - Purchase - ADDISON ELE	ADDISON ELECTRO MONTREAL  QC  CA
10/8/2021	OTHER	11.51	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
10/8/2021	OTHER	9.26	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
10/8/2021	OTHER	16.23	Interac - Purchase - CORNET GLAC	CORNET GLACE MONTREAL  QC  CA
10/9/2021	OTHER	3.2	Withdrawal to Tangerine Savings 	Transferred
10/9/2021	OTHER	28.12	Interac - Purchase - O GATERIES 	O GATERIES LONGUEUIL  QC  CA
10/10/2021	OTHER	1.57	Withdrawal to Tangerine Savings 	Transferred
10/10/2021	OTHER	82.81	Interac - Purchase - ALIMENTATIO	ALIMENTATION P. SAINT-LEON  QC  CA
10/11/2021	OTHER	0.19	Withdrawal to Tangerine Savings 	Transferred
10/11/2021	OTHER	15.63	Interac - Purchase - HARVEY'S #0	HARVEY'S #00024 ST.LEONARD  QC  CA
10/11/2021	OTHER	42.69	Interac - Purchase - ALIMENTATIO	ALIMENTATION P. SAINT-LEON  QC  CA
10/12/2021	OTHER	0.68	Withdrawal to Tangerine Savings 	Transferred
10/12/2021	OTHER	5.75	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
10/12/2021	OTHER	16.49	Interac - Purchase - DEPANNEUR L	DEPANNEUR LE PI Montreal  QC  CA
10/13/2021	OTHER	0.76	Withdrawal to Tangerine Savings 	Transferred
10/13/2021	OTHER	11.51	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
10/13/2021	OTHER	12.13	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
10/14/2021	OTHER	1.57	Withdrawal to Tangerine Savings 	Transferred
10/14/2021	OTHER	48.07	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
10/14/2021	OTHER	17.83	Interac - Purchase - LA SUCCURSA	LA SUCCURSALE Montreal  QC  CA
10/15/2021	OTHER	1.1	Withdrawal to Tangerine Savings 	Transferred
10/15/2021	ATM	"2,217.24"	Tangerine Credit Card Payment	Credit Card Payment
10/15/2021	OTHER	38.61	Interac - Purchase - COCO FRUTTI	COCO FRUTTI JEA SAINT-LEON  QC  CA
10/15/2021	OTHER	11.51	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
10/15/2021	OTHER	3.68	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
10/15/2021	OTHER	12.57	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
10/15/2021	OTHER	18.99	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
10/15/2021	OTHER	8.25	Visa Debit - Purchase - VILLE MT	VILLE MTL CARTE CAM MONTREAL  CA
10/15/2021	OTHER	0	Posted :10 Oct 2021	VILLE MTL CARTE CAM MONTREAL  CA
10/15/2021	OTHER	0	Posted :10 Oct 2021	VILLE MTL CARTE CAM MONTREAL  CA
10/16/2021	OTHER	2.39	Withdrawal to Tangerine Savings 	Transferred
10/16/2021	OTHER	37.93	Interac - Purchase - LE TAMBOURI	LE TAMBOURIN GA ANJOU  QC  CA
10/16/2021	OTHER	32.4	Interac - Purchase - SAQ23344 LE	SAQ23344 LE BOU MONTREAL  QC  CA
10/17/2021	OTHER	0.88	Withdrawal to Tangerine Savings 	Transferred
10/18/2021	OTHER	198.09	EFT Withdrawal to CIE BELAIR	To CIE BELAIR
10/18/2021	OTHER	18.52	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
10/19/2021	OTHER	1.39	Withdrawal to Tangerine Savings 	Transferred
10/19/2021	OTHER	18.52	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
10/19/2021	OTHER	21.24	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
10/20/2021	OTHER	5.02	Withdrawal to Tangerine Savings 	Transferred
10/21/2021	OTHER	11.51	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
10/21/2021	OTHER	12.57	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
10/21/2021	OTHER	26.79	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
10/22/2021	OTHER	1.13	Withdrawal to Tangerine Savings 	Transferred
10/22/2021	OTHER	11.9	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
10/23/2021	OTHER	0.43	Withdrawal to Tangerine Savings 	Transferred
10/24/2021	OTHER	38.18	Interac - Purchase - JEAN COUTU 	JEAN COUTU #092 MONTREAL  QC  CA
10/24/2021	OTHER	30.31	Interac - Purchase - MCDONALD'S 	MCDONALD'S #270 ST.LEONARD  QC  CA
10/25/2021	OTHER	1.51	Withdrawal to Tangerine Savings 	Transferred
10/25/2021	OTHER	17.25	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
10/25/2021	OTHER	17.25	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
10/25/2021	OTHER	14.95	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
10/26/2021	OTHER	1.55	Withdrawal to Tangerine Savings 	Transferred
10/26/2021	OTHER	12.13	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
10/26/2021	OTHER	15.6	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
10/27/2021	OTHER	3	Withdrawal to Tangerine Savings 	Transferred
10/27/2021	OTHER	11.9	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
10/27/2021	OTHER	2.88	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
10/28/2021	OTHER	0.22	Withdrawal to Tangerine Savings 	Transferred
10/28/2021	OTHER	11.51	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
10/28/2021	OTHER	9.92	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
10/29/2021	OTHER	0.57	Withdrawal to Tangerine Savings 	Transferred
10/29/2021	OTHER	12.57	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
10/30/2021	OTHER	2.29	Withdrawal to Tangerine Savings 	Transferred
10/30/2021	OTHER	10.58	Interac - Purchase - LA BOUFFE M	LA BOUFFE MAISO MONTREAL  QC  CA
10/31/2021	OTHER	0.42	Withdrawal to Tangerine Savings 	Transferred
10/31/2021	CREDIT	400	Internet Deposit from Tangerine 	Completed transfer from Tangerine SAV account 3030877789 ~ Internet Deposit
10/31/2021	OTHER	0.02	Interest Paid	
11/2/2021	OTHER	615	EFT Deposit from JMC Audio	From JMC Audio
11/2/2021	OTHER	600	INTERAC e-Transfer To: Marie Cla	Transferred
11/2/2021	OTHER	34.49	Interac - Purchase - ONE TOUCH M	ONE TOUCH MASSO MONTREAL  QC  CA
11/2/2021	OTHER	22.54	Interac - Purchase - RESTAURANT 	RESTAURANT CHEZ MONTREAL  QC  CA
11/2/2021	OTHER	24.56	Interac - Purchase - L'AUBERGE S	L'AUBERGE SAINT DORVAL  QC  CA
11/3/2021	OTHER	2.09	Withdrawal to Tangerine Savings 	Transferred
11/4/2021	OTHER	3.44	Withdrawal to Tangerine Savings 	Transferred
11/5/2021	OTHER	1.45	Withdrawal to Tangerine Savings 	Transferred
11/6/2021	OTHER	1.01	Withdrawal to Tangerine Savings 	Transferred
11/10/2021	OTHER	1.1	Withdrawal to Tangerine Savings 	Transferred
11/14/2021	OTHER	0.3	Withdrawal to Tangerine Savings 	Transferred
11/14/2021	ATM	56.22	Tangerine Credit Card Payment	Credit Card Payment
11/18/2021	OTHER	198.09	EFT Withdrawal to CIE BELAIR	To CIE BELAIR
11/19/2021	OTHER	0.91	Withdrawal to Tangerine Savings 	Transferred
11/21/2021	OTHER	0.2	Withdrawal to Tangerine Savings 	Transferred
11/24/2021	OTHER	0.03	Withdrawal to Tangerine Savings 	Transferred
11/26/2021	OTHER	0.72	Withdrawal to Tangerine Savings 	Transferred
11/29/2021	OTHER	100	Cancelled INTERAC e-Transfer To:	IEMT Cancelled O/S more than 90 days
11/30/2021	OTHER	0.01	Interest Paid	
12/1/2021	OTHER	800	INTERAC e-Transfer To: Marie Cla	Transferred
12/1/2021	OTHER	1.58	Withdrawal to Tangerine Savings 	Transferred
12/1/2021	OTHER	285.22	EFT Deposit from PAIE/PAYROLL	From PAIE/PAYROLL
12/2/2021	OTHER	14.26	Withdrawal to Tangerine Savings 	Transferred
12/3/2021	OTHER	"7,875.79"	EFT Deposit from CIRQUEDUSOLEIL	From CIRQUEDUSOLEIL
12/4/2021	ATM	"3,107.75"	Tangerine Credit Card Payment	Credit Card Payment
12/4/2021	OTHER	0.93	Withdrawal to Tangerine Savings 	Transferred
12/8/2021	OTHER	2.12	Withdrawal to Tangerine Savings 	Transferred
12/9/2021	OTHER	"4,024.13"	EFT Deposit from CIRQUEDUSOLEIL	From CIRQUEDUSOLEIL
12/16/2021	OTHER	0.79	Withdrawal to Tangerine Savings 	Transferred
12/16/2021	OTHER	"4,024.13"	EFT Deposit from CIRQUEDUSOLEIL	From CIRQUEDUSOLEIL
12/19/2021	OTHER	0.54	Withdrawal to Tangerine Savings 	Transferred
12/20/2021	OTHER	198.09	EFT Withdrawal to CIE BELAIR	To CIE BELAIR
12/21/2021	OTHER	0.91	Withdrawal to Tangerine Savings 	Transferred
12/22/2021	OTHER	0.11	Withdrawal to Tangerine Savings 	Transferred
12/22/2021	DEBIT	"11,164.69"	Bill Payment - REVENU QUEBEC-COD	BILLPO
12/22/2021	OTHER	50	INTERAC e-Transfer From: COLETTE	Transferred
12/22/2021	OTHER	26.79	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
12/23/2021	OTHER	1.25	Withdrawal to Tangerine Savings 	Transferred
12/24/2021	OTHER	1.54	Withdrawal to Tangerine Savings 	Transferred
12/25/2021	OTHER	0.52	Withdrawal to Tangerine Savings 	Transferred
12/25/2021	OTHER	40.54	Interac - Purchase - COUCHETARD 	COUCHETARD #365 MONTREAL  QC  CA
12/26/2021	OTHER	1.14	Withdrawal to Tangerine Savings 	Transferred
12/28/2021	OTHER	17.24	Interac - Purchase - JEAN COUTU 	JEAN COUTU #092 MONTREAL  QC  CA
12/29/2021	OTHER	0.76	Withdrawal to Tangerine Savings 	Transferred
12/30/2021	OTHER	13.75	Interac - Purchase - VALENTINE E	VALENTINE EATON MONTREAL  QC  CA
12/30/2021	OTHER	87.7	Interac - Purchase - SAQ23344 LE	SAQ23344 LE BOU MONTREAL  QC  CA
12/31/2021	OTHER	0.71	Withdrawal to Tangerine Savings 	Transferred
12/31/2021	OTHER	21.28	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
12/31/2021	OTHER	0.05	Interest Paid	
				
				
			Total:	"CAD 49,156.76"
				
				
				
				
				
				
				900
				900
				1049.98
				900
				900
				900
				900
				900
				6498.45
				900
				900
				900
				900
				800
				1533.1
				900
				900
				5978.7
				1702.43
				1702.43
				967.4
				400
				615
				285.22
				7875.79
				4024.13
				4024.13
